137	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1
137	-1	-1	-1	-1	-1	 0
-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1
-1	-1	 0	-1	-1	-1	-1
-1	-1	-1	-1	-1	 0	-1
-1	133	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	 0
-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	137	-1	-1	-1
-1	-1	-1	-1	 0	-1	-1
-1	-1	-1	-1	-1	-1	-1
137	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	 0
-1	-1	-1	-1	-1	 0	-1
-1	-1	 0	-1	-1	-1	-1
-1	133	-1	-1	-1	-1	-1
-1	133	-1	-1	-1	 0	-1
137	-1	-1	-1	 0	-1	-1
-1	-1	-1	137	-1	-1	-1
-1	-1	 0	-1	-1	-1	-1
-1	-1	-1	-1	 0	-1	-1
-1	-1	-1	137	-1	-1	 0
